,to,from,year,decision,text
1627,djibouti,Canada,2014,accept,"143.84 Develop and implement a comprehensive strategy to eliminate harmful practices, including early and forced marriage, FGM and unequal access to inheritance, based on the recognition of the equality between men and women, and supported by religious and traditional leaders, civil society, men and boys, as well as other relevant stakeholders (Canada); "
1628,djibouti,Spain,2014,accept,143.85 Continue to adopt all measures considered necessary to eliminate definitively the practice of female genital mutilation (Spain); 
1629,djibouti,Ecuador,2014,accept,"143.86 Take measures related to preventive sexual education for women and men, with a view to prevent early pregnancies and abortion practiced under risk conditions, and strengthen education in rural areas, in order to prevent harmful traditional practices such as FGM or excision (Ecuador); "
1630,djibouti,Uruguay,2014,accept,"143.87 Continue applying the provisions of the Penal Code regarding FGM, bringing to justice and punishing perpetrators of those crimes, their accomplices and those who do not denounce them; intensify awareness raising campaigns and training with a view to explain that FGM is a form of discrimination and violence based on gender, and thus eradicate this practice and the cultural justifications in which it is based (Uruguay); "
1631,djibouti,Germany,2014,accept,"143.88 Ensure the implementation of the Criminal Code with regard to the ban on FGM, to strengthen awareness campaigns and educate people about the harmful effects of this practice (Germany); "
1632,djibouti,United States of America,2014,accept,143.89 Enforce DjiboutiÕs existing laws to prosecute perpetrators of FGM (United States of America); 
1633,djibouti,Ghana,2014,accept,143.90 Continue to implement the national strategy for the total elimination of FGM and all forms of excision (Ghana); 
1634,djibouti,Italy,2014,accept,"143.91 Step up efforts aimed at combating FGM, inter alia by improving the monitoring mechanism, and fighting against the stereotypes and the culture of no-reporting, also through awareness-raising campaigns targeted to communities as well as individuals (Italy); "
1635,djibouti,United Kingdom of Great Britain and Northern Ireland,2014,accept,"143.92 Increase public awareness-raising and training of officials designed to tackle cultural justifications for FGM and discrimination against women, with the aim of increasing the number of reported cases under article 333 of the Criminal Code (United Kingdom of Great Britain and Northern Ireland); "
1636,djibouti,Slovakia,2014,accept,"143.93 Take efficient, comprehensive measures to combat female genital mutilation, including through appropriate public oriented awareness-raising campaigns (Slovakia); "
1637,djibouti,Italy,2014,accept,"143.94 Enhance its efforts to fight against trafficking in persons and fully protect the human rights of victims, especially women, children and migrants in transit (Italy); "
1638,djibouti,Romania,2014,accept,"143.95 Act to combat the trafficking in persons, especially women and children (Romania); "
1639,djibouti,Sri Lanka,2014,accept,"143.96 Further strengthen measures to combat human trafficking, including by adopting a comprehensive strategy to combat trafficking, especially of women and children (Sri Lanka); "
1640,djibouti,Spain,2014,accept,"143.97 Ensure the effectiveness of labour law and of the prohibition of child labour, especially child prostitution (Spain); "
1641,djibouti,Congo,2014,accept,143.98 Take all appropriate measures to better combat child labour and child begging (Congo); 
1642,djibouti,Sri Lanka,2014,accept,143.99 Strengthen steps to protect children from the worst forms of child labour (Sri Lanka); 
1643,djibouti,Romania,2014,accept,"143.100 Investigate the allegations of torture and ill-treatment in a prompt, impartial and effective manner and prosecute perpetrators (Romania); "
1644,djibouti,Hungary,2014,accept,"143.101 Consider establishing an independent complaint mechanism specifically devoted to allegations of torture and ill-treatment committed by law enforcement, security, military and prison officials (Hungary); "
1645,djibouti,Uruguay,2014,accept,"143.102 Take all necessary measures to allow victims to have access to effective remedies and reparation, and provide training to judges, magistrates and police authorities in order to apply the pertinent legislation in conformity with the Convention (Uruguay); "
1646,djibouti,Cape  ,2014,accept,143.103  Strengthen the Judiciary control over detention conditions (Cape  
1647,djibouti,143.104  Continue the reforms undertaken with a view to improve the life  ,2014,accept,143.104  Continue the reforms undertaken with a view to improve the life  
1648,djibouti,Spain,2014,accept,143.105 Adopt the necessary measures to prevent overcrowding in prison facilities (Spain); 
1649,djibouti,Thailand,2014,accept,"143.106 Consider incorporating the ÒBangkok RulesÓ, to its internal regulations for the treatment of women prisoners (Thailand); "
1650,djibouti,Hungary,2014,accept,143.107 Establish a juvenile justice system in compliance with the Beijing Rules and the Riyadh Guidelines (Hungary); 
1651,djibouti,Mexico,2014,accept,"143.108 Take the necessary measures to ensure easy and effective access to the free birth register, especially for those births outside hospitals (Mexico); "
1652,djibouti,Namibia,2014,accept,143.109 Continue to strengthen its efforts to ensure equality in marriage (Namibia); 
1653,djibouti,Australia,2014,accept,"143.110 Take appropriate action to guarantee freedom of expression, association and assembly Ð including by allowing the participation of opposition parties and civil society (Australia); "
1654,djibouti,Belgium,2014,accept,143.111 Bring its laws and practice fully in conformity with article 19 of the ICCPR (Belgium); 
1655,djibouti,Belgium,2014,accept,143.112 Limit to a strictly necessary level the use of prosecutions against persons that exercising their rights to freedom of expression and peaceful demonstration (Belgium); 
1656,djibouti,Slovakia,2014,accept,143.113 Create a genuinely favourable environment-free and safe- to promote functioning of truly independent media (Slovakia); 
1657,djibouti,Estonia,2014,accept,143.114 Consider developing and adopting a freedom of information law in accordance with international standards (Estonia); 
1658,djibouti,Uruguay,2014,accept,143.115 Give priority to the activities on promotion and protection of trade unions freedom with a view to continue strengthening free and independent trade unions (Uruguay); 
1659,djibouti,Pakistan,2014,accept,143.116 Take necessary measures to reduce gender gap in the labour market (Pakistan); 
1660,djibouti,Saudi Arabia,2014,accept,143.117 Continue Government efforts to ensure decent living conditions and improve the countryÕs economic welfare (Saudi Arabia); 
1661,djibouti,Namibia,2014,accept,"143.118 Seek the necessary financial support, technical assistance and capacity-building from relevant UN and other international organisations to promote the right to an adequate standard of living (Namibia); "
1662,djibouti,Cuba,2014,accept,143.119 Continue implementing polices that will make it possible to increase the accessibility and quality of health care services (Cuba); 
1663,djibouti,Senegal,2014,accept,"143.120 Strengthen policies aimed at achieving economic, social and cultural rights, in particularly in the areas of health and education (Senegal); "
1664,djibouti,Singapore,2014,accept,"143.121 With the support from the WHO and other relevant UN agencies, continue to implement programmes to improve access to quality health-care services by its people (Singapore); "
